"","BIOMASS","Bare_Soil_","EVI","GLCM_Ang_2","GLCM_Homog","GLCM_Mean_","GLCM_StdDe","GVI_NIRGRE","L1SD1","L2SD2","L3SD3","L4SD4","L5SD5","MCARI","MCARIMTVI2","NDVI","R1","R2","R3","R4","R5","Rel_area_s","Rel_shad","SAVI","Shadow_R","shadsoil"
"157",52.51,0.953085671588338,0.0567725234646006,0.0002232080186821,0.0350351591076032,130.383375314856,44.8489161980424,1.24782998498361,48.4721813091698,29.6058825179819,20.7130079985483,20.3002293553828,17.2677303428581,-0.0035665803806295,-0.263617252003545,-0.0081451725422263,0.136137208333333,0.123947875,0.13344825,0.131291895833333,0.154665875,0.114666666666667,0.882666666666667,0.0403830314549939,0.870029227540536,0.0091285521698234
"158",15.346,0.977806734844266,0.0533047861611952,0.0002731614456482,0.032471089852754,126.733771047337,44.1488231716485,1.28806450797561,28.6431927092593,23.5609159044827,22.5406836704181,24.6657445571272,23.7231428556662,-0.0062455025932457,-1.73714373781083,-0.0117632690207062,0.143221959175084,0.137374368686869,0.15493452756734,0.151331833964647,0.176947048611111,0.863636363636364,0.0740740740740741,0.0396916851041951,0.856133998979452,0.008755656598293
"159",95.662,0.972806208002514,0.118977272182,0.0002001509141641,0.035453362896236,127.878722977042,43.5224528754908,1.61846554203354,45.3394940035047,28.3404609663663,19.5513127962081,19.1221244113335,17.083727741856,-0.0026385680216337,-0.0986555888480563,0.0134748929337469,0.145186702975558,0.145671742162593,0.177959700451647,0.182821184245483,0.235764695138151,0.739638682252922,0.0010626992561105,0.0948945792060055,0.845022784954659,0.0086864452344498
"160",83.578,0.975531025201401,0.113352496911164,0.0001879485890784,0.0337930155856617,129.65796923077,43.2957541798334,1.59786874758422,45.362092055738,28.213591968676,20.5446695738469,20.6289859984279,19.7447157953594,-0.0032242576182424,-0.137009481436922,0.0114072616771147,0.145128085288367,0.145733015640274,0.177914100684262,0.18201996273216,0.232862231182796,0.788856304985337,0.0039100684261975,0.090496637718767,0.845037374188238,0.00866233212843
"161",7.042,0.972149395530248,0.0475913813924412,0.000218106073621,0.036282379152212,129.471451749981,44.5100587268001,1.24858608472436,58.6726400152412,39.5728830037857,27.7625918682969,24.2757184574355,20.9531544043701,-0.0062788249161343,-1.4259544508398,-0.015685661617111,0.140622696560197,0.133343596437347,0.147513398341523,0.142957175214988,0.166490958998772,0.767813267813268,0.202702702702703,0.0349707476737399,0.860789715116256,0.0088545003378493
"162",76.846,0.961120177094938,0.0922146303384518,0.0001828030041469,0.031662466083335,131.078815519013,45.1855865753434,1.4413727604148,42.1612811699396,26.5294202639244,17.1527052084051,16.4486308772947,14.887781473185,-0.0026893234160736,-0.127637777167992,0.0053121243044358,0.140595267765849,0.133162608640082,0.153004058026585,0.154638292433538,0.191936956799591,0.325153374233129,0.401840490797546,0.0691164792982897,0.859024426545722,0.0089377420952933
"163",18.022,0.964457232372949,0.0440251531023714,0.0002069654635978,0.0565998546710036,128.111488035207,41.0324663657419,1.21426320926272,38.8985003129157,25.5869140266121,17.4594853580627,15.6802513097229,12.9175946373,-0.006324604540417,-1.07505169464069,-0.0194948229492227,0.140253078223081,0.130888670931917,0.142040363954611,0.13660816030903,0.158933297621922,0.470787059391598,0.459198454852728,0.0316357474864915,0.863537607375892,0.008953612232771
"164",92.83,0.965925618978767,0.102545209392713,0.000222845295111,0.0413804817129925,124.666596164693,44.0703668430751,1.50315002764256,32.0730384700816,20.3543978002929,15.5872143905089,15.1306049486321,13.0657268894043,-0.0030468011882929,-0.137976544281889,0.0074488905587294,0.145309875419933,0.140015257558791,0.164925864361702,0.167401333286674,0.210463938269877,0.474804031354983,0.070548712206047,0.078030507845669,0.851232258540672,0.0088126067040301
"165",46.966,0.955018557708247,0.0897575135220054,0.0003287333069262,0.0307473934236484,132.045744680851,47.2582897785079,1.40691022997689,43.6447478489986,31.0861918300089,20.9757717472381,19.1115096454416,15.0311124459952,-0.0026927505701199,-0.118952389913959,0.0027874057465193,0.139993809586864,0.131223748675847,0.14792038532839,0.148747318591102,0.184620034427966,0.167372881355932,0.608050847457627,0.0661222834868182,0.861556173598175,0.0090213553092167
"166",39.214,0.953375646249801,0.0798077457433316,0.000255868448855,0.0373475088571727,127.603618886062,44.5750844968354,1.37007592076125,40.4432715055859,29.1389428776601,20.4208097180919,18.9827010790252,13.2930214290806,-0.0023876768203053,-0.1186623232455,0.0020722150095235,0.134121743815592,0.123977698650675,0.138161872188905,0.138735663418291,0.169858859632684,0.158920539730135,0.83808095952024,0.0588419075071025,0.869122995724818,0.0091162701621716
"167",74.278,0.976862116284564,0.100143461931332,0.0001959400739809,0.0355783534103202,123.501998177102,45.2291736922223,1.5589635421508,38.0319442277903,24.0014932854479,18.8685980783776,17.915434189546,15.6927283332746,-0.0031806858588125,-0.190097083290148,0.0107229663824018,0.140419575668896,0.137361116917503,0.16744702828874,0.171077010172798,0.214140973383501,0.841694537346711,0.0579710144927536,0.0794485831355274,0.85285274019201,0.0087305334701256
"168",107.122,0.968541621789819,0.103353366141146,0.0001457260076195,0.0360478577705691,124.918025969226,43.7526918747639,1.54090435873915,45.6542472685668,27.7465694949997,17.6906329291011,16.0247064995162,13.4330879766775,-0.0018735059286817,-0.0862922702850435,0.0131017983068742,0.139400991917708,0.134326540686995,0.160497566127847,0.164759012215283,0.206984352038942,0.59147685525349,0.204261572373255,0.0803822851016882,0.856521715448878,0.0088434167017631
"169",53.374,0.968314091830651,0.0940256000795031,0.0002696598543617,0.0442222000815792,126.304551753544,42.7828358504314,1.47571323672311,36.4226113367378,26.4362887395981,19.6000322489795,17.1076582459449,13.8182168949524,-0.0027564859801428,-0.142509123521637,0.0075118405438192,0.140661475929054,0.135401683910473,0.158580579603041,0.160981075802365,0.199814057221284,0.608108108108108,0.195945945945946,0.0720533584135415,0.856400861509478,0.008844246600712
"170",46.93,0.95779129917493,0.0942631199441479,0.0002334740854958,0.0360864324064976,130.728297728043,45.5687962194794,1.45172517146673,41.0810823215604,26.6634310932367,16.1345451843836,14.5782324842117,11.9521273069977,-0.0020806764233999,-0.0918508890767058,0.007440850189042,0.138168047611036,0.129731262617766,0.14891165460969,0.151144326211305,0.188334139468371,0.22207267833109,0.576043068640646,0.0706288735115558,0.862316515121808,0.0090031775801746
"171",40.63,0.999207746882772,0.125849695453387,0.0002501049598147,0.0732496261747928,126.021886451483,42.880318200312,1.85058686074403,14.7608820729287,9.00074113400813,5.22729829541039,6.89033549897723,14.7297871771938,-0.0121466740488375,-0.907870124874901,-6.3484720279e-05,0.146236795948617,0.162647541996048,0.223275234683795,0.223246887351779,0.300993404150198,0,0,0.113815116249497,0.823548635953398,0.0082420161224993
"172",6.958,0.960209187483365,0.15958732673105,0.0001096002185728,0.0415270602230065,128.400099775505,43.9688983664842,1.85177364410732,17.6988877565628,9.75351085752414,5.07770156093239,6.75033547274055,9.51588686060631,-0.0023411799844505,-0.0464449587953358,0.0184581709594746,0.139169705485612,0.147387196492806,0.186766338803957,0.193790726169065,0.272927725944245,0,0,0.134670084413142,0.843416249246136,0.0087836719356609
"173",35.11,0.981664771407127,0.133670964061914,0.0001794478043072,0.0407055738538317,129.181193645342,44.2699789128485,1.81727012783629,20.5727638431669,11.4057615849368,6.30586142725673,8.17431718525963,12.7204261382939,-0.0079625830016223,-0.29714212215131,0.0054488908657205,0.141094309462916,0.151402653452685,0.199529411764706,0.201715752877238,0.275139519394714,0,0,0.116362754386866,0.837100371170978,0.0085273547096029
